# 작품을 만든 사람 판정 표 — `uv run histgraph creators --apply` 가 읽는다
# (`creators` 모듈 머리글).
#
#     작품 id<TAB>인물 id<TAB>역할<TAB>근거
#
# 역할: 그림 · 글씨 · 저술 · 편찬 · 제작 · 발원  → `created` 엣지의 라벨이 된다
#       없음  → 만든 사람이 아니다 (초상의 주인공·간행을 명한 임금·이름만 겹친 사람)
#       삭제  → 이미 서 있는 `created` 엣지가 거짓이다
#
# 근거 칸은 화면에 그 관계의 근거로 뜬다 — 한국어 문장으로 적는다.
khs:12-11-0019800000000	wd:Q626484	글씨	지정명이 '김정희 필'이라 적어 쓴 이를 밝힌다 (국가유산청)
khs:12-11-0016850000100	wd:Q626484	글씨	김정희가 벗 김유근의 자찬문을 해서로 썼다 (국가유산청)
khs:12-35-0000240000000	wd:Q16091024	없음	비문을 지은 이오(李䫨)는 고려 문신이고, 이 노드는 같은 이름의 현대 가수다
khs:12-35-0000240000000	wd:Q16091692	없음	글씨를 쓴 정윤(鄭允)은 고려 사람이고, 이 노드는 1957년생이다
khs:12-35-0021930000000	wd:Q16178018	제작	군수 정홍명이 1633년에 이 관아의 피금각을 지었다 (국가유산청)
khs:12-11-0016260000000	wd:Q12966435	없음	필적을 남긴 김현성(1542~1621)은 우리 그래프에 없고, 이 노드는 현대인이다
khs:12-11-0019710000000	nikh:kc_n303100	그림	지정명이 '김홍도 필'이라 적어 그린 이를 밝힌다 (국가유산청)
khs:12-11-0019720000000	wd:Q485237	없음	강세황은 이 그림에 품평을 곁들였을 뿐이다
khs:12-11-0019720000000	nikh:kc_n303100	그림	지정명이 '김홍도 필'이라 적어 그린 이를 밝힌다 (국가유산청)
khs:11-11-0001390000000	nikh:kc_n303100	그림	단원 김홍도가 그린 여덟 폭 도석인물화다 (국가유산청)
khs:12-11-0019700000000	nikh:kc_n303100	그림	지정명이 '김홍도 필'이라 적어 그린 이를 밝힌다 (국가유산청)
khs:12-11-0007820000000	nikh:kc_n303100	그림	김홍도가 그린 산수화와 풍속화를 모은 화첩이다 (국가유산청)
khs:12-11-0020000000000	nikh:kc_n303100	그림	김홍도가 쉰일곱이던 1801년에 그린 여덟 폭 병풍이다 (국가유산청)
khs:12-11-0022600000000	nikh:kc_n303100	그림	김홍도가 1778년에 그린 서원아집도 병풍이다 (국가유산청)
khs:12-11-0013930000000	nikh:kc_n303100	그림	구양수의 '추성부'를 김홍도가 그림으로 옮긴 시의도다 (국가유산청)
khs:12-11-0005270000000	nikh:kc_n303100	그림	김홍도가 그린 스물다섯 점의 풍속화첩이다 (국가유산청)
khs:12-25-0022090000000	wd:Q116060874	글씨	하급 무관 나신걸이 아내에게 한글로 쓴 편지다 (국가유산청)
khs:12-11-0006970000000	wd:Q12625156	저술	나옹화상 혜근이 직접 지은 시집이 함께 묶여 있다 (국가유산청)
khs:12-36-0018340000000	wd:Q124419127	없음	조각승 계화(戒和)는 1625년 사람이고, 이 노드는 가야 구형왕의 왕비다
khs:12-36-0018340000000	ex:person:수연	없음	조각승 수연(守衍)과 이 노드의 무용대사 수연(1651~1719)은 다른 사람이다
khs:12-11-0007580000100	nikh:kc_n205300	발원	최이가 1239년에 이 책을 새겨 펴냈다 (국가유산청)
khs:11-31-0003540000000	wd:Q12583193	저술	강희맹이 종에 새긴 주종기를 지었다 (국가유산청)
khs:11-31-0003540000000	wd:Q12615502	글씨	정난종이 종에 새긴 주종기의 글씨를 썼다 (국가유산청)
khs:12-31-0020030000000	wd:Q11786870	없음	수조각승 무염은 17세기 승려이고, 이 노드는 신라의 낭혜화상 무염이다
khs:12-35-0000340000000	wd:Q487042	없음	최치원의 「사은표」는 이 비의 연대를 따지는 근거로 인용됐을 뿐이다
nikh:kc_r300260	wd:Q12583193	없음	강희맹이 지었다는 것은 이 책이 아니라 합본된 『사시찬요초』이고 그것도 확실치 않다
nikh:kc_r300260	wd:Q5004048	없음	변효문이 엮은 것은 이 책이 아니라 합본된 『농사직설』이다
nikh:kc_r300260	ex:person:신속	편찬	공주목사 신속이 기존 농서 넷을 모아 1655년에 펴냈다 (한국사연대기)
nikh:kc_r300260	wd:Q470122	없음	신숙주는 신속의 7대조로 이름이 나올 뿐이다
nikh:kc_r300260	wd:Q16177518	없음	정초가 엮은 것은 이 책이 아니라 합본된 『농사직설』이다
nikh:kc_r300270	wd:Q5004048	편찬	변효문이 정초와 함께 왕명을 받아 우리 풍토에 맞는 농법을 모았다 (한국사연대기)
nikh:kc_r300270	ex:person:신속	없음	신속이 지은 것은 이 책이 아니라 『농가집성』이다
nikh:kc_r300270	wd:Q16177518	편찬	정초가 변효문과 함께 왕명을 받아 우리 풍토에 맞는 농법을 모았다 (한국사연대기)
nikh:kc_r300270	wd:Q14304	없음	태종이 한 일은 중국 농서를 옮겨 퍼뜨린 것이고 이 책은 세종 때의 것이다
nikh:kc_r000200	wd:Q485018	없음	'유리'는 유물의 재질을 말하는 낱말이다
khs:12-22-0002540000000	ex:person:지주	없음	'지주'는 당간지주라는 유물의 이름이다
khs:12-22-0019990000000	wd:Q483603	없음	장렬왕후가 발원한 것은 이 불상이 아니라 자인수양사의 불상이다
khs:12-22-0018010000000	wd:Q9295565	없음	수조각승 현욱은 17세기 승려이고, 이 노드는 신라의 원감국사 현욱이다
khs:12-22-0018020000000	wd:Q334308	없음	복장에서 나온 여러 전적의 묶음이라 그 안의 능엄경 한 종만으로 묶음 전체를 그의 것이라 할 수 없다
khs:12-22-0018140000000	ex:person:기준	없음	'기준'은 연구의 본보기라는 말이지 사람 이름이 아니다
khs:12-22-0018140000000	wd:Q11786870	없음	수조각승 무염은 17세기 승려이고, 이 노드는 신라의 낭혜화상 무염이다
nikh:kc_r300275	wd:Q482748	제작	고산자 김정호가 만든 목판본 스물두 첩의 전국지도다 (한국사연대기)
nikh:kc_r300275	ex:person:사람들	없음	'사람들'은 지도를 쓸 이들을 가리키는 말이다
nikh:kc_r300275	wd:Q12619924	없음	최한기의 글은 김정호가 언제부터 지도를 연구했는지 알려 줄 뿐이다
khs:12-11-0015810000000	wd:Q482748	제작	김정호가 이 목판을 새기는 데 중심 노릇을 했다 (국가유산청)
khs:12-11-0008500000100	wd:Q482748	제작	고산자 김정호가 1861년에 만든 지도다 (국가유산청)
khs:12-11-0008500000200	wd:Q482748	제작	고산자 김정호가 1861년에 만든 지도다 (국가유산청)
khs:12-11-0008500000300	wd:Q482748	제작	고산자 김정호가 1861년에 만든 지도다 (국가유산청)
khs:12-37-0008780000000	wd:Q16167676	편찬	권문해가 1589년에 엮은 백과사전이다 (국가유산청)
khs:12-11-0018460000000	wd:Q493736	발원	고려 현종이 부모의 명복을 빌려고 현화사에서 새기게 한 판본으로 본다 (국가유산청)
khs:12-11-0022800000000	nikh:kc_n203600	발원	의천이 항주의 각수 엄명 등에게 이 경판의 판각을 부탁했다 (국가유산청)
khs:12-21-0021970000000	nikh:kc_n203600	발원	의천이 항주의 각수 엄명 등에게 이 경판의 판각을 부탁했다 (국가유산청)
khs:12-31-0015150000000	wd:Q334308	글씨	본문의 글자체가 세조의 친필을 바탕으로 한 것이다 (국가유산청)
khs:12-38-0011950000000	wd:Q14304	발원	태종이 신총에게 명해 이 불경을 쓰게 하고 목판에 새겼다 (국가유산청)
khs:12-11-0009730000000	wd:Q484901	없음	강희안의 글씨는 이 책을 찍은 활자(을해자)의 바탕이지 책의 글씨가 아니다
khs:12-31-0017940000000	wd:Q484901	없음	강희안의 글씨는 이 책을 찍은 활자(을해자)의 바탕이지 책의 글씨가 아니다
khs:12-31-0017940000000	wd:Q334308	편찬	세종의 명으로 이 불경을 우리 말로 옮기기 시작했다 (국가유산청)
khs:12-45-0017130000000	wd:Q334308	없음	세조는 책 끝에 어제발문을 붙였을 뿐이고 본문은 당나라 법장의 저술이다
